id,task,dataset,n,p,dataset_seed,strat,category,method,method_seed,HPs,time,success,R2,R2train
reg_0_133_21_8_False_NN_regularnetfast_0_nohp,reg,0,133,21,8,False,NN,regularnetfast,0,nohp,0.9183220863342284,True,0.9108795393641304,0.968457880659404
reg_0_133_21_9_False_Baseline_Intercept_0_nohp,reg,0,133,21,9,False,Baseline,Intercept,0,nohp,0.0005819797515869,True,-0.039934450698891,0.0
reg_0_133_21_9_False_GLM_Ridge_0_nohp,reg,0,133,21,9,False,GLM,Ridge,0,nohp,0.0013191699981689,True,0.8994622561642845,0.8369545659044875
reg_0_133_21_9_False_GLM_Lasso_0_nohp,reg,0,133,21,9,False,GLM,Lasso,0,nohp,0.0421023368835449,True,0.8898373310526477,0.8349153114700667
reg_0_133_21_9_False_GLM_Enet_0_nohp,reg,0,133,21,9,False,GLM,Enet,0,nohp,0.0440216064453125,True,0.8875406160199658,0.8345285409585058
reg_0_133_21_9_False_TREE_CART_0_nohp,reg,0,133,21,9,False,TREE,CART,0,nohp,0.0013544559478759,True,0.8926107170606566,1.0
reg_0_133_21_9_False_RF_XRF_0_nohp,reg,0,133,21,9,False,RF,XRF,0,nohp,0.0880999565124511,True,0.911046787190356,1.0
reg_0_133_21_9_False_GBDT_xgb_sklearn_0_nohp,reg,0,133,21,9,False,GBDT,xgb_sklearn,0,nohp,0.0275893211364746,True,0.926480591615565,0.9740454587707684
reg_0_133_21_9_False_SVM_Kernel_0_nohp,reg,0,133,21,9,False,SVM,Kernel,0,nohp,0.0014405250549316,True,0.899522341337322,0.836937145357113
reg_0_133_21_9_False_SVM_NuSVM_0_nohp,reg,0,133,21,9,False,SVM,NuSVM,0,nohp,0.0038733482360839,True,0.8861636776953856,0.9501885733864456
reg_0_133_21_9_False_NN_MLP_sklearn_0_nohp,reg,0,133,21,9,False,NN,MLP_sklearn,0,nohp,0.1174843311309814,True,0.9113057445577906,0.9822400731816612
reg_0_133_21_9_False_RF_RF_0_nohp,reg,0,133,21,9,False,RF,RF,0,nohp,0.1110494136810302,True,0.9238512460694756,0.9796720997570968
reg_0_133_21_9_False_MARS_MARS_0_nohp,reg,0,133,21,9,False,MARS,MARS,0,nohp,0.0252516269683837,True,0.8943458928557204,0.830862759384256
reg_0_133_21_9_False_GBDT_XGBoost_0_nohp,reg,0,133,21,9,False,GBDT,XGBoost,0,nohp,0.0383579730987548,True,0.9359038134115648,0.9999716943639684
reg_0_133_21_9_False_GBDT_LGBM_0_nohp,reg,0,133,21,9,False,GBDT,LGBM,0,nohp,0.0083677768707275,True,0.8841362515211577,0.8662280462082959
reg_0_133_21_9_False_mlrnet_mlrnetfast_0_nohp,reg,0,133,21,9,False,mlrnet,mlrnetfast,0,nohp,1.01621413230896,True,0.8768429587452671,0.9720907455418843
reg_0_133_21_9_False_NN_regularnetfast_0_nohp,reg,0,133,21,9,False,NN,regularnetfast,0,nohp,0.9113647937774658,True,0.8958472845536498,0.9770708206598776
reg_1_82_9_0_False_Baseline_Intercept_0_nohp,reg,1,82,9,0,False,Baseline,Intercept,0,nohp,0.1670382022857666,True,-0.0073730562719243,0.0
