id,task,dataset,n,p,dataset_seed,category,method,method_seed,HPs,time,success,R2,R2train
reg_0_109_330_7_Baseline_Intercept_0_nohp,reg,0,109,330,7,Baseline,Intercept,0,nohp,0.0005147457122802734,True,-0.002195717927515828,0.0
reg_0_109_330_7_GLM_Ridge_0_nohp,reg,0,109,330,7,GLM,Ridge,0,nohp,0.0021963119506835938,True,-0.8407095446733743,0.8669383509333881
reg_0_109_330_7_GLM_Lasso_0_nohp,reg,0,109,330,7,GLM,Lasso,0,nohp,3.42844557762146,True,-0.002195717927515828,1.1102230246251565e-16
reg_0_109_330_7_GLM_Enet_0_nohp,reg,0,109,330,7,GLM,Enet,0,nohp,2.1905462741851807,True,-0.002195717927515828,1.1102230246251565e-16
reg_0_109_330_7_TREE_CART_0_nohp,reg,0,109,330,7,TREE,CART,0,nohp,0.0043451786041259766,True,-0.756324182164686,0.9666324252538657
reg_0_109_330_7_RF_XRF_0_nohp,reg,0,109,330,7,RF,XRF,0,nohp,0.3212308883666992,True,-0.08698908499520619,0.9666324252538657
reg_0_109_330_7_GBDT_xgb_sklearn_0_nohp,reg,0,109,330,7,GBDT,xgb_sklearn,0,nohp,0.09254646301269531,True,0.037642334551469814,0.8916463901358611
reg_0_109_330_7_SVM_Kernel_0_nohp,reg,0,109,330,7,SVM,Kernel,0,nohp,0.0016486644744873047,True,-3.8726530190545,0.9378112299148404
reg_0_109_330_7_SVM_NuSVM_0_nohp,reg,0,109,330,7,SVM,NuSVM,0,nohp,0.009605646133422852,True,0.2685973791863697,0.497378028108761
reg_0_109_330_7_NN_MLP_sklearn_0_nohp,reg,0,109,330,7,NN,MLP_sklearn,0,nohp,0.07744741439819336,True,-0.7403568684523354,0.9630056006255819
reg_0_109_330_7_RF_RF_0_nohp,reg,0,109,330,7,RF,RF,0,nohp,0.2652261257171631,True,0.2202290819737711,0.8175705722701342
reg_0_109_330_8_Baseline_Intercept_0_nohp,reg,0,109,330,8,Baseline,Intercept,0,nohp,0.0005528926849365234,True,-0.11639070228145032,0.0
reg_0_109_330_8_GLM_Ridge_0_nohp,reg,0,109,330,8,GLM,Ridge,0,nohp,0.002371549606323242,True,-1.792123356538295,0.8718867067497454
reg_0_109_330_8_GLM_Lasso_0_nohp,reg,0,109,330,8,GLM,Lasso,0,nohp,3.561931848526001,True,-0.0924794316751889,0.03358498557486245
reg_0_109_330_8_GLM_Enet_0_nohp,reg,0,109,330,8,GLM,Enet,0,nohp,2.2771763801574707,True,-0.08222094059477558,0.056923966058917363
reg_0_109_330_8_TREE_CART_0_nohp,reg,0,109,330,8,TREE,CART,0,nohp,0.003957986831665039,True,-1.6338411954961334,0.9691092585894048
reg_0_109_330_8_RF_XRF_0_nohp,reg,0,109,330,8,RF,XRF,0,nohp,0.2839210033416748,True,-0.6139100812637892,0.9691092585894048
reg_0_109_330_8_GBDT_xgb_sklearn_0_nohp,reg,0,109,330,8,GBDT,xgb_sklearn,0,nohp,0.08684802055358887,True,-0.7326173569283929,0.8937743257390672
reg_0_109_330_8_SVM_Kernel_0_nohp,reg,0,109,330,8,SVM,Kernel,0,nohp,0.0014233589172363281,True,-6.440563098658224,0.9400613418820564
reg_0_109_330_8_SVM_NuSVM_0_nohp,reg,0,109,330,8,SVM,NuSVM,0,nohp,0.009212493896484375,True,-0.07603747600171018,0.5730006750907116
reg_0_109_330_8_NN_MLP_sklearn_0_nohp,reg,0,109,330,8,NN,MLP_sklearn,0,nohp,0.07821989059448242,True,-1.3217970962490337,0.9682203406666265
reg_0_109_330_8_RF_RF_0_nohp,reg,0,109,330,8,RF,RF,0,nohp,0.25897836685180664,True,-0.3448632518783046,0.8227886014968655
reg_0_109_330_9_Baseline_Intercept_0_nohp,reg,0,109,330,9,Baseline,Intercept,0,nohp,0.0008325576782226562,True,-0.017387281467736715,0.0
reg_0_109_330_9_GLM_Ridge_0_nohp,reg,0,109,330,9,GLM,Ridge,0,nohp,0.0023086071014404297,True,-1.507542745860463,0.8586842174362359
reg_0_109_330_9_GLM_Lasso_0_nohp,reg,0,109,330,9,GLM,Lasso,0,nohp,3.359062433242798,True,-0.017220156729371938,0.16045267100579874
reg_0_109_330_9_GLM_Enet_0_nohp,reg,0,109,330,9,GLM,Enet,0,nohp,2.2400262355804443,True,-0.012537294233488261,0.14431870129271163
reg_0_109_330_9_TREE_CART_0_nohp,reg,0,109,330,9,TREE,CART,0,nohp,0.0038084983825683594,True,-1.632458836666261,0.9688761089761492
reg_0_109_330_9_RF_XRF_0_nohp,reg,0,109,330,9,RF,XRF,0,nohp,0.2538888454437256,True,-1.6511103958859756,0.9688761089761492
reg_0_109_330_9_GBDT_xgb_sklearn_0_nohp,reg,0,109,330,9,GBDT,xgb_sklearn,0,nohp,0.08709025382995605,True,-0.9470926495049423,0.920969071299784
reg_0_109_330_9_SVM_Kernel_0_nohp,reg,0,109,330,9,SVM,Kernel,0,nohp,0.0014007091522216797,True,-4.2017215069118645,0.9274663400097372
reg_0_109_330_9_SVM_NuSVM_0_nohp,reg,0,109,330,9,SVM,NuSVM,0,nohp,0.00860452651977539,True,-0.17441058605504667,0.5613811925616002
reg_0_109_330_9_NN_MLP_sklearn_0_nohp,reg,0,109,330,9,NN,MLP_sklearn,0,nohp,0.07724452018737793,True,-3.2195668031575835,0.9683126384850683
reg_0_109_330_9_RF_RF_0_nohp,reg,0,109,330,9,RF,RF,0,nohp,0.25153541564941406,True,-0.478568697045491,0.8505687980286225
reg_1_1070_15_0_Baseline_Intercept_0_nohp,reg,1,1070,15,0,Baseline,Intercept,0,nohp,0.1637282371520996,True,-0.0003851871032698462,0.0
reg_1_1070_15_0_GLM_Ridge_0_nohp,reg,1,1070,15,0,GLM,Ridge,0,nohp,0.013432741165161133,True,0.7875931743037239,0.765372410613366
reg_1_1070_15_0_GLM_Lasso_0_nohp,reg,1,1070,15,0,GLM,Lasso,0,nohp,0.046661376953125,True,0.7875329266403881,0.7653679057413674
reg_1_1070_15_0_GLM_Enet_0_nohp,reg,1,1070,15,0,GLM,Enet,0,nohp,0.03967547416687012,True,0.787560784437082,0.7653660535677129
reg_1_1070_15_0_TREE_CART_0_nohp,reg,1,1070,15,0,TREE,CART,0,nohp,0.004717111587524414,True,0.6988149312804142,0.9945783615326484
reg_1_1070_15_0_RF_XRF_0_nohp,reg,1,1070,15,0,RF,XRF,0,nohp,0.2478175163269043,True,0.8621264393676498,0.9945783615326484
reg_1_1070_15_0_GBDT_xgb_sklearn_0_nohp,reg,1,1070,15,0,GBDT,xgb_sklearn,0,nohp,0.08221220970153809,True,0.869623231742781,0.8800110240001181
reg_1_1070_15_0_SVM_Kernel_0_nohp,reg,1,1070,15,0,SVM,Kernel,0,nohp,0.03475213050842285,True,0.7876395901356783,0.7653674105909025
reg_1_1070_15_0_SVM_NuSVM_0_nohp,reg,1,1070,15,0,SVM,NuSVM,0,nohp,0.11287212371826172,True,0.8556921917750464,0.8284809328866343
reg_1_1070_15_0_NN_MLP_sklearn_0_nohp,reg,1,1070,15,0,NN,MLP_sklearn,0,nohp,0.508366584777832,True,0.8622199819502278,0.8648925880872996
reg_1_1070_15_0_RF_RF_0_nohp,reg,1,1070,15,0,RF,RF,0,nohp,0.26933765411376953,True,0.8657740820135145,0.9662179078510816
reg_1_1070_15_1_Baseline_Intercept_0_nohp,reg,1,1070,15,1,Baseline,Intercept,0,nohp,0.0005719661712646484,True,-6.806353490662609e-05,0.0
